,clean_tweet,label
362,trump ny cochair make racist remark michel obama p2 p21 fyi tcot,1
11393,hear kurd free equal citizens like state mouthpiec journo claimeda,1
19832,racist truth canadian immigr cdnpoli lpc canpoli canada,1
13026,irrit like newghostbust hater indisput intrus indec imitations misogynist whiner,1
25508,iv experi europ american aliv unwell,1
12894,amateur spank vid woman workplac,1
15340,allahsoil like religion islam strong unifi force a teambtsa,1
7824,might libtard if libtard sjw liber polit,1
8527,one leav eah piec shit,1
6859,le jacobmarley potter seem end evil misogynist narrow hole win georg bailey epica,1
18201,victim cant victimis oppressor econom power so black peopl cannot racist,1
11320,white flight derek black kkk trump chang,1
10596,blacklivesmatt that bilal call adhan kaaba alway exist hamza yusuf nice,1
1717,might libtard if libtard sjw liber polit,1
5500,allahsoil lehman brother went bellyup septemb 2008 a 2016in4word islama,1
31933,judd amp homophob freemilo milo freemilo milo freemilo milo freemilo milo freemilo,1
10755,barack obama get real face offic via,1
12470,beyond fabul smug elitist get annihil voter id myth video trump maga,1
10477,say nazi said hatred amp bigotri found extremist faithsa,1
13675,democrat 1st tell joke,1
24347,bluntli tweet cologn polic announc racial profil main station wow,1
25078,guy racist full ignor hatred bigot ignor,1
24277,special kind stupid liber basi realiti history must,1
31789,paladino one rare breed shot street left piss blood gutter,1
31891,dr franc cress wels  racism defin whitesupremaci drfranciscresswels,1
31603,girl get fuck bondag leather girl,1
22166,nutshell,1
23677,time get say notallmen alreadi miss point misogyni a,1
1997,riyadh renown deadliest traffic world a 2017in3wordsa,1
14817,still root society attitud toward black women hair read candid uyanzea,1
17926,negro good allow go heaven servant etern accord mormonism mormonisa,1
13882,think award bigotri self centr dick,1
8505,classic  yet jewish bastard wonder sooo hate world,1
12611,might libtard if libtard sjw liber polit,1
15469,revolut occurredajust marx expect to a teambt teamsuperjuniora,1
20434,might libtard if libtard sjw liber polit,1
12825,woman fair 2016,1
4935,decid becom feminist begin 1117 feminist read plz help find educ materialsa,1
31040,oppos neglig hatr injustic climatecrim ecocid let trump ka,1
15242,forget  research show sexist men psycholog problems tuckercarlson,1
14305,im blessedt icon lovebeingalegend,1
30042,bewar market taint messag,1
3806,want obama catch mad cow diseas caught wherford dy trial buri cow pasture,1
5950,man come last race declar winner putinschoic putinspuppet retweeta,1
16782,jeffsess omit decad record ag confirm hear dont do,1
10945,here racist troll would love spread word,1
2784,happi newyear sameshitnewyear corrupt trump terrorattack fundament violenc isi crisi hatr murder terror,1
9708,trump brexit base misconcept race nationality say renown philosoph  cbc radio,1
9183,intoler postbrexit britain histori show better  brexit hatecrim nation,1
24455,sleep night terribl person sir repres everyth wrong country gfi,1
6021,trumpsamerica feel empowerd dd fowoh mother arrest via,1
8031,ado asian need higher test scores harder asian get college answer yesa,1
30957,feminismiscanc feminismisterror feminismmuktbharat malevot ignor,1
6064,man see wear manchest unit hoodie fan me yes man sure even know one playera,1
31483,jeffsess think notic redact decad ove applic ag confirmation,1
15518,seem escap attent bash white win elect  1200 dem seat lost 08a,1
21366,grow uk brexit buggeroffbori bregret ukip voteleav leaveeu,1
31536,fuck done mansplain bullshit,1
18079,aantiislamista ralli organis neilerikson shown laugh death footag auspol rwnj tinfoilhat,1
12789,latest afl tattler thank afghanistan,1
19292,ifyousawinyouwhatise would believ accus regard father,1
22330,cannot believ one cotton say song white christma,1
6207,next klan meeting wife white amp im proud amp love other gift froma,1
795,allahsoil vp got multimillion dollar bonu averag american lost homes aa,1
912,non stop elect blame cspan hide 8 year 2016 pittsburgh california,1
17618,new video super mario run sexist christma ivankatrump manspreadinga,1
17315,mud radio2 songword showmeyoureawoman omg anyon listen word seventi classic signofthetim,1
14219,peopl protest trump republican wonthey trump fuher ampa,1
14051,thank next four year forecast worst hope fascist plan 2017fail,1
27983,destroy one minut janeelliot,1
7457,racial profil cologne disgusting,1
19095,hate being corrupt bankrupt buttholemouth whiteprivelag daddygavemeamillion,1
13639,white girl sex black guy sexest woman nude,1
31903,nothing would  taharrush taharrushgamea rapeuge,1
24878,stop so annoy,1
9670,d now that nice wer urg presidentelect denounc twitter accta,1
20464,delta fire youtub prankster remov flight speak arab,1
3936,latest scienc use daily thank,1
16560,hispan amp feel like stomp a you listen retweet boricuaa,1
10603,sikh templ vandalis calgary wso condemn act,1
17511,kick robbiewilliam act slutti bbc littlemix everi time one bat lid men ,1
24906,ayou black amp feel like stomp you listen retweet tampa miamia,1
23346,supremec made imposs challeng systemicrac scotu kaepernick stereotyp,1
30579,peopl protest trump republican wonthey trump fuher ampa,1
27505,24hr pass amp im still angri dc coher talk it,1
12585,trump associ classi bunch,1
14107,disgust watch defend career amp intellig inform futur gen laughable ,1
8604,gover left womensrighttochoos drink femin hillari trump discrimin obama,1
31580,white peopl expat rest u immigrants whiteprivileg,1
31443,amp sick fuck look like pedophil friend,1
31926,follow gentleman kick airlin simpli speak arab,1
27520,hispan amp feel like stomp you listen retweet boricua miami newyork losangel,1
24930,might libtard if libtard sjw liber polit,1
15015,video men woman malay hot super sexi girl,1
5919,might libtard if libtard sjw liber polit,1
17036,wtf propaganda rant inve aussi flag wmuslim cresca,1
12195,past 8 yr despit demagogueri obstruct feara,1
21155,major kind peopl arenat talk enough via environment a,1
13827,israel rape land freedom palestin dud,1
12067,far right georgia show euro valu ,1
2683,trophy alway one educ yourself womenwednesdaya,1
20787,allahsoil death caus islam extrem occur civil wars terror attacks,1
23783,word factory race denial prevent healing southafrica leadership transform inequ gt2,1
28386,milo yiannopoulosi hate monger  ill never buy anoth book nazi s toss bin,1
3572,icymi whi 2016 complet washout antiracism chang antirac,1
22780,america kill obama muslim welcom here sign new mexico draw critic islamaphobia,1
16803,allahsoil think cultur separ distinct one another a a,1
24395,absurd comment reflect ignor,1
5567,ass hole head big hole no brain hea love truth kind peac compassa,1
11804,qualif trc professor bozzoli highereduc southafrica,1
12064,racist austin polic ofc cameron staff cameronstaff camstaff officerstaff acab cowardcopsa,1
1949,trump suppoer voic thought women suffrag germany immigr policy a,1
10197,prove point hardli think teen vogu classifi fake news like opinion,1
17749,hidden america rampant blatant racism,1
25570,meet white nationalist movementa favorit russian philosopher aleksandr dugin,1
22480,user let misogynist loosah get down incred job journalist,1
1894,gop fail antimor platform,1
20161,feminismiscanc feminismisterror feminismmuktbharat malevot ignor,1
28210,book  german coloni global age ht imperi blm,1
9558, nobal own  coward  ,1
22228,inde typic scumbag ride trumphat machin sic,1
21699,donkey zionazi proud murder real palestinian semit child  that call antisemt,1
3303,10 hour walk nyc woman newyork women men bigot,1
15005,get u war better send boy uday amp qusay first idiot fool sad traitor,1
11832,black judg quietli remov philandocastil shoot trial littl explan newswith,1
31777,bring back moral obama dividerofan,1
12381,might libtard if libtard sjw liber polit,1
25931,josephjett i advoc kumbaya world like antisemitism motiv u singl purpose intellectu competa,1
11271,yall global may lose folk understand,1
16449,allahsoil one infam maneuv affection baptiz asaudi sweepa a aa,1
27541,hispan amp feel like stomp a you listen retweet boricuaa,1
7003,ever met would drop po right stood noth crapsac,1
10053,classy,1
15525,clear wer crisi compass country it read,1
3146,this need chang profiling economicapahied hatespeech get servic poora,1
31882,come n wake eff usa craziness stem n hatr obama  seem likea,1
20219,could systemicrac impossible real act racism easier stand unfounately youa,1
16810,donald  putin butt buddi commie,1
26814,trump alli carl paladino slam  wish list obama  nbc news,1
20136,guess white woman blame work again propaganda alllivesmatt,1
16638,remark racist even utter wife carlpaladino involv anyth educ,1
13547,feminismiscanc feminismisterror feminismmuktbharat malevot ignor,1
30700,popefr call xenophob trump would catholicchurch suppo,1
31365,okay cours are traitor bulli notmypr notmypresidenta,1
18962,thought factory leftright polarisation trump uselections2016 leadership polit brexit blm gt6,1
26308,retweet baycat user msg hope newyear busi end  endof2016 tedtalk tedatibm,1
8170,complet justifi call comment apolog,1
8768,latest blicqerac daily thank ad,1
22119,allahsoil american taxpay also lost home million a 2016in4wordsa,1
1244,america owe black africanamerican repar,1
1858,ayou black amp feel like stomp you listen retweet tampa miamia,1
6518,user use phrase like sandnigg accept 2 ya hm isa,1
3932,offic jew offici eye libtard masses,1
27313, biher amp  must keep black presid check,1
22217,allahsoil familiar become difficult stereotype  a a,1
21185,way this this man allow becom attorney general liar asshat,1
8004,american hate,1
21430,mani white american actual believ chanc peac w sexualpred amp altright helm moronsmatt,1
22067,racism america kill obama muslim welcom here sign new mexico draw critic aa,1
20033,wonder see intellig woman stand ground condescend jerk,1
10627,santaproject shop long suppo trump brands hate ivanka macysa,1
28558,trump newyork cochair gorilla comment michelleobama damn asians draintheswamp,1
16855,racism muslim societies dr eren tasar teach islam sblaar16,1
15740,allahsoil term jihad highlycontest concept a teambt teamsuperjuniora,1
21540,feeling mutual  ableism islamophobia  transphobia misogyny homophobiaenablin bigot,1
11245,say fatty dumb black peopl think smell  lol,1
3296,lesson learn wehate shoot messengerjust press aaaplay aa,1
26580,230pmet uk youth parliament democraci amp  listen free app,1
12129,ark man discov racist graffiti car quick errand hoodiesup blm,1
13536,much stupid black white post,1
10568,techjunkiejhaltright site plan fake black person twitter campaign socialmedia a,1
22064,he unamerican  fact,1
12845,2016 would question hillari like consid age condit amp facta,1
15116,ti season trump newyork cochair make gorilla remark michelleobama  carl paladino disgrac,1
